CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
5230-87-5,Fruit of illicium anisatum,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
52315-07-8,"alpha-Cyano-3-phenoxybenzyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate; Cypermethrin",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
52570-16-8,2-(2-Naphthyloxy)propionanilide; Naproanilide,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
52645-53-1,"3-phenoxybenzyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
528-29-0,"1,2-Dinitrobenzene",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
53003-10-4,salinomycin,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
532-27-4,2-chloroacetophenone,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
533-74-4,"2-Thioxo-3,5-dimethyltetrahydro-2H-1,3,5-thiadiazine; Dazomet",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
533-96-0,"Carbonic acid, sodium salt (2:3)",Flammable gases,Not applicable,-,-,-,Solid (room temperature),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
534-52-1,"4,6-Dinitro-o-cresol",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
53469-21-9,PCB 1254; polychlorobiphenyl; Chlorodiphenyl (42% chlorine),Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
5349-28-0,Thiocyanatoacetic acid ethyl ester,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
53558-25-1,1-(4-nitrophenyl)-3-(3-pyridylmethyl)urea,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
54-11-5,Nicotine,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
54-64-8,thiomersal,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
540-59-0,"1,2-Dichloroethylene",Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
541-09-3,bis(acetato-O)dioxouranium,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
541-85-5,5-methylheptan-3-one,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
542-75-6,"Propene, 1,3-dichloro-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
542-83-6,cadmium cyanide,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
542-92-7,"1,3-Cyclopentadiene",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jun. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
543-21-5,2-Butynediamide,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
543-80-6,barium di(acetate),Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
543-90-8,cadmium di(acetate),Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
54381-26-9,N-ethyl-O-methyl-O-(2-chloro-4-methylmercaptophenyl)-phosphoramido thioate,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
544-92-3,Copper cyanide,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
545-06-2,Trichloroacetonitrile,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition  ","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
547-68-2,zinc oxalate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
5470-11-1,hydroxylammonium chloride,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
55-38-9,Fenthion,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Sep. 20, 2006)"
55-63-0,Nitroglycerin,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"May 24, 2006 (Environmental Hazards: Mar. 23, 2006)"
55134-13-9,Narasin,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
55179-31-2,"1-(4-biphenylyloxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanol",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
552-30-7,"1,2,4-Bbenzenetricarboxylic 1,2-anhydride",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
55285-14-8,"2,3-Dihydro-2,2-dimethyl-7-benzo[b]furyl N-(dibutylamino)thio-N-methylcarbamate; Carbosulfan",Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
553-26-4,"4,4'-Bipyridyl",Flammable gases,Not applicable,-,-,-,Solid,2009.3.31
55335-06-3,"(3,5,6-trichloro-2-pyridyl)oxyacetic acid",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
555-34-0,trisodium trioxalatoferrate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
55512-33-9,O-6-Chloro-3-phenyl-4-pyridazinyl S-n-octyl thiocarbonate; Pyridate,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
556-52-5,"2,3-epoxypropan-1-ol",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
556-61-6,Methyl isothiocyanate,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
557-04-0,Magnesium stearate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
557-05-1,Zinc stearate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
557-21-1,Zinc cyanide,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
557-42-6,zinc thiocyanate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
55721-31-8,Salinomycin 1-sodium salt,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
558-13-4,carbon tetrabromide,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
55814-41-0,2-methyl-N-[3-(1-methylethoxy)phenyl]benzamide,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
55837-20-2,Halofuginone,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
5598-13-0,"O-3,5,6-trichloro-2-pyridyl O,O-dimethyl phosphorothioate",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
56-23-5,Tetrachloromethane,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
56-35-9,"Distannoxane, hexabutyl-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
56-36-0,tributyltin acetate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
56-38-2,Parathion,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
56-55-3,Benz[a]anthracene,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
56-75-7,"2,2-Dichloro-N-[2-hydroxy-1-(hydroxymethyl)-2-(4-nitrophenyl)ethyl]acetamide; Chloramphenicol",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
56189-09-4,dioxobis(stearato)dilead,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
562-81-2,barium tetracyanoplatinate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
563-12-2,ethion,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
563-47-3,3-Chloro-2-methylprop-1-ene,Flammable gases,Not applicable,-,-,-,Liquid,2009.3.31
563-68-8,thallium acetate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
563-72-4,"Ethanedioic acid, calcium salt (1:1)",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
563-80-4,"2-Butanone, 3-methyl-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
569-61-9,"4,4'-(4-iminocyclohexa-2,5-dienylidenemethylene)dianiline hydrochloride",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
57-09-0,Hexadecyltrimethylammonium bromide,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
57-14-7,"1,1-Dimethylhydrazine",Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
57-24-9,Strychnine,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
57-41-0,"5,5-Diphenyl-2,4-imidazolidinedione",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
57-57-8,propiolactone,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Mar. 23, 2006"
57-74-9,"chlordane , pur",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
57142-78-6,[phthalato(2-)]oxodilead,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
576-26-1,"2,6-Xylenol",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
58-89-9,Lindane,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
58011-68-0,"4-(2,4-dichlorobenzoyl)-1,3-dimethyl-5-pyrazolyl 4-toluenesulfonate",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
5827-05-4,"S-(ethylsulfinyl)methyl O,O-di(isopropyl) dithiophosphate",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
583-52-8,dipotassium oxalate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
583-91-5,"Butyric acid, 2-hydroxy-4-(methylthio)-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
584-84-9,"4-Methyl-1,3-phenylene diisocyanate",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
59-50-7,4-Chloro-3-methylphenol,Flammable gases,Not applicable,-,-,-,Solid,2009.3.31
59-89-2,N-Nitrosomorpholine,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
5903-13-9,N-Methyl-N-(1-naphthyl)-2-fluoroacetamide,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
591-27-5,m-Aminophenol,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
591-78-6,hexan-2-one,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
592-01-8,calcium cyanide,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
592-04-1,mercury dicyanide,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
592-05-2,lead dicyanide,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
592-41-6,1-Hexene,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
592-85-8,mercury dithiocyanate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
594-27-4,Tetramethyltin,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
594-42-3,"Methanesulfenyl chloride, trichloro-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
594-72-9,"1,1-dichloro-1-nitroethane",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
59669-26-0,"dimethyl N,N'-[thiobis[(methylimino)carbonyloxy]]bis(thioimidoacetate)",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
5970-45-6,"Zinc acetate, dihydrate",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
598-20-9,"1,2-Dibromo-1-chloroethane",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
598-31-2,bromoacetone,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
598-62-9,Manganese carbonate,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
598-63-0,lead carbonate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
598-78-7,"Propionic acid, 2-chloro-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-00-4,Ethylenediaminetetraacetic acid,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-09-3,4-aminoazobenzene,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-11-7,4-dimethylaminoazobenzene,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 23, 2006"
60-29-7,"Ethane, 1,1'-oxybis",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Feb. 10, 2006)"
60-34-4,methylhydrazine,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-35-5,acetamide,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-51-5,"O,O-Dimethyl S-(N-methylcarbamoyl)methyl phosphorodithioate; Dimethoate",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-57-1,dieldrin,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
600-25-9,1-chloro-1-nitropropane,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
60168-88-9,"2,4'-dichloro-alpha-(5-pyrimidinyl)benzhydryl alcohol",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
602-01-7,"2,3-Dinitrotoluene",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
602-38-0,"1,8-dinitronaphthalene",Flammable gases,Not applicable,-,-,-,Solid,2009.3.31
602-87-9,"1,2-dihydro-5-nitroacenaphthylene",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
603-34-9,triphenylamine,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
6046-93-1,"Cupric acetate, monohydrate",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
605-71-0,"1,5-dinitronaphthalene",Flammable gases,Not applicable,-,-,-,Solid,2009.3.31
606-20-2,"2,6-Dinitrotoluene",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
608-73-1,BHC or HCH,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
6080-56-4,"Lead(II) acetate, trihydrate",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
609-89-2,"2,4-dichloro-6-nitrophenol",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
61-82-5,Amitrol,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
610-39-9,"3,4-Dinitrotoluene",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
611-06-3,"2,4-Dichloro-1-nitrobenzene",Flammable gases,Not applicable,-,-,-,Solid,2009.3.31
611-19-8,1-Chloro-2-(chloromethyl)benzene,Flammable gases,Not applicable,-,-,-,Liquid,2009.3.31
612-83-9,"N,N'-(3,3'-Dichlorobiphenyl-4,4'-diyl)diammonium dichloride",Flammable gases,Not applicable,-,-,-,Solid,2009.3.31
613-35-4,"N,N'-[1,1'-biphenyl]-4,4'-diylbisacetamide",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
61432-55-1,S-1-methyl-1-phenylethyl 1-piperidinecarbothioate,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
615-05-4,4-methoxy-m-phenylenediamine,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
615-53-2,ethyl methylnitrosocarbamate,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
6159-44-0,Uranyl acetate dihydrate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
6164-98-3,Chlordimeform,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
61788-32-7,Hydrogenated terphenyl,Flammable gases,Not applicable,-,-,-,Liquid,2009.3.31
61788-33-8,Polychlorinated terphenyls,Flammable gases,Not applicable,,,,"Classified as ""liquid"" or ""solid"" according to GHS definition ","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
61789-80-8,Bis(hydrogenated tallow)dimethylammonium chloride,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
618-85-9,"3,5-Dinitrotoluene",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
619-15-8,"2,5-Dinitrotoluene",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
61931-75-7,Ammonium undecylbenzenesulfonate (C11),Flammable gases,Not applicable,,,,"Classified as ""liquid"" or ""solid"" according to GHS definition ","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-38-4,Phenylmercury acetate,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-44-2,4'-Ethoxyacetanilide; Phenacetin,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-50-0,ethyl methanesulphonate,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-53-3,Aniline,Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-55-5,Thioacetamide,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-56-6,Thiourea,Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-73-7,"Dimethyl 2,2-dichlorovinyl phosphate; Dichlorvos",Flammable gases,Not applicable,,,,"Classified as ""liquid"" according to GHS definition","Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-74-8,sodium fluoroacetate,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
62-75-9,dimethylnitrosoamine,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-76-0,"Ethandioic acid, disodium salt",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
624-83-9,"Methane, isocyanato-",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
624-92-0,Dimethyl disulfide,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
626-17-5,Isophthalonitrile,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
626-38-0,1-methylbutyl acetate,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
626-43-7,"3,5-dichloroaniline",Flammable gases,Not applicable,-,-,-,Solid,2009.3.31
627-13-4,propyl nitrate,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
627-44-1,diethylmercury,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Mar. 23, 2006"
628-63-7,Pentyl acetate,Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
628-96-6,"1,2-Ethanediol, dinitrate",Flammable gases,Not applicable,-,-,-,Liquid (GHS definition),"Mar. 23, 2006"
62850-32-2,"S-4-phenoxybutyl N,N-dimethylthiocarbamate",Flammable gases,Not applicable,,,,"Classified as ""solid"" according to GHS definition ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
63-25-2,Carbaryl,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Jul. 24, 2006 (Environmental Hazards: Sep. 20, 2006)"
63020-43-9,Potassium zinc chromat,Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
631-60-7,dimercury di(acetate),Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
632-99-5,"(4-(4-aminophenyl)(4-iminocyclohexa-2,5-dienylidene)methyl)-2-methylaniline hydrochloride",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Mar. 23, 2006"
6358-53-8,"1-[(2,5-dimethoxyphenyl)azo]-2-naphthol",Flammable gases,Not applicable,-,-,-,Solid (GHS definition),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
